1 input_north_south_trajectories.asc ' RR3X_h2 ' Apr  4 2025 17:29:31
  0  0 59
time            event_time      FSPV1           FSPV2           FSPV3           
pdynmc          mach            lonx            latx            alt             
dvbe            psivgx          thtvgx          SBEG1           SBEG2           
SBEG3           VBEG1           VBEG2           VBEG3           mprop           
phi             mass            cin             spi             thrust          
fmassr          thrst_req       cl              cd              cl_ov_cd        
cla             cn              ca              psivgcx         thtvgcx         
anx             avx             alphax          phimvx          phicx           
phix            qq              tip             ancomx          alcomx          
alx             altd            altcom          wp_sltrange     wp_grdrange     
rad_min         range_go        STBG1           STBG2           STBG3           
time_go         psisbx          thtsbx          mtargeting      
0               0               0               0               
245             144.9           0.0137093       0.833462        -9.03529        
72097           5.9514          -115.955        34.2975         24011.9         
1753.44         101.702         -5.81227e-06    -44921.5        426876          
-11.8669        -355.649        1716.99         0.000177875     3               
0.62715         1842.11         0.876176        1240.55         6837.89         
490.109         0               0.0199257       0.00807654      2.46711         
0.010291        0.019816        0.00834205      0               0               
0.930935        0               -0.765571       5.26987         5.26083         
5.26987         -0.00209674     6.40684         0.930884        0               
0               -0.000177875    24000           999999          370917          
114819          0               0               0               0               
0               0               0               0               
250             149.9           0.0140773       0.825814        -9.03534        
72104           5.95169         -115.862        34.2815         24011.9         
1753.53         101.916         -5.77298e-06    -46715.9        435457          
-11.866         -362.078        1715.74         0.000176681     3               
0.62715         1839.3          0.876041        1240.53         6837.06         
487.299         0               0.0198926       0.00807401      2.46378         
0.0102885       0.0197824       0.00834018      0               0               
0.930869        0               -0.768806       5.22173         5.21248         
5.22173         -0.00210835     6.39832         0.930818        0               
0               -0.000176681    24000           999999          362175          
114831          0               0               0               0               
0               0               0               0               
255             154.9           0.0144392       0.817983        -9.0354         
72111.3         5.95199         -115.769        34.2651         24011.9         
1753.61         102.129         -5.72855e-06    -48542.2        444033          
-11.8651        -368.463        1714.47         0.00017533      3               
0.62715         1836.49         0.875906        1240.51         6836.24         
484.489         0               0.0198594       0.00807147      2.46044         
0.0102859       0.0197488       0.00833832      0               0               
0.930801        0               -0.772043       5.17244         5.16296         
5.17244         -0.00211999     6.38982         0.93075         0               
0               -0.00017533     24000           999999          353431          
114842          0               0               0               0               
0               0               0               0               
260             159.9           0.0147952       0.80996         -9.03546        
72118.7         5.95229         -115.676        34.2484         24011.9         
1753.7          102.34          -5.67874e-06    -50400.4        452602          
-11.8643        -374.803        1713.18         0.000173814     3               
0.62715         1833.68         0.875771        1240.48         6835.41         
481.68          0               0.0198261       0.00806893      2.45709         
0.0102833       0.0197151       0.00833645      0               0               
0.930733        0               -0.775282       5.12193         5.11221         
5.12193         -0.00213166     6.38132         0.930682        0               
0               -0.000173814    24000           999999          344685          
114854          0               0               0               0               
0               0               0               0               
265             164.9           0.0151453       0.801735        -9.03551        
72126.3         5.9526          -115.584        34.2315         24011.9         
1753.8          102.55          -5.62326e-06    -52290.2        461165          
-11.8634        -381.096        1711.89         0.000172125     3               
0.62715         1830.87         0.875637        1240.46         6834.59         
478.87          0               0.0197928       0.0080664       2.45374         
0.0102807       0.0196814       0.00833457      0               0               
0.930664        0               -0.778523       5.07014         5.06018         
5.07014         -0.00214337     6.37284         0.930612        0               
0               -0.000172125    24000           999999          335937          
114866          0               0               0               0               
0               0               0               0               
270             169.9           0.0154895       0.793297        -9.03556        
72134           5.95292         -115.491        34.2143         24011.9         
1753.89         102.759         -5.56178e-06    -54211.3        469721          
-11.8625        -387.342        1710.58         0.000170253     3               
0.62715         1828.06         0.875503        1240.44         6833.78         
476.061         0               0.0197594       0.00806386      2.45037         
0.010278        0.0196476       0.0083327       0               0               
0.930593        0               -0.781765       5.017           5.00678         
5.017           -0.0021551      6.36436         0.930541        0               
0               -0.000170253    24000           999999          327188          
114878          0               0               0               0               
0               0               0               0               
275             174.9           0.015828        0.784634        -9.03562        
72141.9         5.95325         -115.398        34.1968         24011.9         
1753.99         102.966         -5.49404e-06    -56163.5        478271          
-11.8617        -393.539        1709.27         0.000168188     3               
0.62715         1825.25         0.87537         1240.41         6832.97         
473.253         0               0.019726        0.00806133      2.44699         
0.0102753       0.0196137       0.00833082      0               0               
0.930521        0               -0.78501        4.96244         4.95194         
4.96244         -0.00216688     6.3559          0.930469        0               
0               -0.000168188    24000           999999          318437          
114891          0               0               0               0               
0               0               0               0               
280             179.9           0.0161608       0.775734        -9.03567        
72150           5.95358         -115.306        34.179          24011.9         
1754.08         103.171         -5.41966e-06    -58146.6        486814          
-11.8609        -399.687        1707.94         0.00016592      3               
0.62715         1822.44         0.875237        1240.38         6832.16         
470.444         0               0.0196925       0.0080588       2.44361         
0.0102726       0.0195798       0.00832894      0               0               
0.930448        0               -0.788256       4.90638         4.89558         
4.90638         -0.00217868     6.34745         0.930395        0               
0               -0.00016592     24000           999999          309684          
114904          0               0               0               0               
0               0               0               0               
285             184.9           0.016488        0.766582        -9.03572        
72158.2         5.95392         -115.213        34.161          24011.9         
1754.18         103.375         -5.33827e-06    -60160.3        495350          
-11.86          -405.784        1706.61         0.000163438     3               
0.62715         1819.64         0.875104        1240.35         6831.35         
467.636         0               0.019659        0.00805627      2.44021         
0.0102699       0.0195458       0.00832706      0               0               
0.930373        0               -0.791504       4.84872         4.83761         
4.84872         -0.00219052     6.339           0.930321        0               
0               -0.000163438    24000           999999          300930          
114917          0               0               0               0               
0               0               0               0               
290             189.9           0.0168096       0.757163        -9.03577        
72166.6         5.95427         -115.121        34.1427         24011.9         
1754.29         103.577         -5.24951e-06    -62204.4        503880          
-11.8592        -411.829        1705.26         0.00016073      3               
0.62715         1816.83         0.874972        1240.32         6830.55         
464.828         0               0.0196254       0.00805374      2.43681         
0.0102671       0.0195118       0.00832517      0               0               
0.930297        0               -0.794755       4.78937         4.77793         
4.78937         -0.00220239     6.33056         0.930244        0               
0               -0.00016073     24000           999999          292174          
114930          0               0               0               0               
0               0               0               0               
295             194.9           0.0171257       0.747461        -9.03583        
72175.1         5.95462         -115.029        34.1241         24011.9         
1754.39         103.778         -5.15295e-06    -64278.5        512403          
-11.8584        -417.82         1703.91         0.000157783     3               
0.62715         1814.02         0.87484         1240.29         6829.75         
462.02          0               0.0195918       0.00805121      2.43339         
0.0102643       0.0194777       0.00832328      0               0               
0.930219        0               -0.798008       4.72823         4.71643         
4.72823         -0.0022143      6.32214         0.930166        0               
0               -0.000157783    24000           999999          283417          
114944          0               0               0               0               
0               0               0               0               
300             199.9           0.0174364       0.737457        -9.03588        
72183.8         5.95498         -114.937        34.1052         24011.9         
1754.5          103.977         -5.04812e-06    -66382.5        520919          
-11.8577        -423.757        1702.55         0.000154582     3               
0.62715         1811.21         0.874708        1240.26         6828.96         
459.213         0               0.0195581       0.00804868      2.42997         
0.0102614       0.0194436       0.00832139      0               0               
0.93014         0               -0.801263       4.66517         4.653           
4.66517         -0.00222624     6.31372         0.930087        0               
0               -0.000154582    24000           999999          274658          
114958          0               0               0               0               
0               0               0               0               
305             204.9           0.0177417       0.727132        -9.03592        
72192.7         5.95534         -114.845        34.0861         24011.9         
1754.6          104.174         -4.93453e-06    -68516          529428          
-11.8569        -429.638        1701.19         0.000151113     3               
0.62715         1808.41         0.874577        1240.22         6828.16         
456.406         0               0.0195243       0.00804615      2.42654         
0.0102585       0.0194094       0.00831949      0               0               
0.930059        0               -0.80452        4.60008         4.58751         
4.60008         -0.00223822     6.3053          0.930006        0               
0               -0.000151113    24000           999999          265897          
114972          0               0               0               0               
0               0               0               0               
310             209.9           0.0180417       0.716463        -9.03597        
72201.6         5.95571         -114.753        34.0668         24011.9         
1754.71         104.369         -4.81166e-06    -70678.8        537931          
-11.8561        -435.461        1699.82         0.000147359     3               
0.62715         1805.6          0.874446        1240.19         6827.37         
453.599         0               0.0194905       0.00804363      2.4231          
0.0102557       0.0193752       0.00831759      0               0               
0.929977        0               -0.80778        4.53282         4.51982         
4.53282         -0.00225024     6.2969          0.929923        0               
0               -0.000147359    24000           999999          257135          
114986          0               0               0               0               
0               0               0               0               
315             214.9           0.0183365       0.705426        -9.03602        
72210.8         5.95609         -114.661        34.0471         24011.9         
1754.82         104.562         -4.67891e-06    -72870.5        546426          
-11.8554        -441.224        1698.45         0.000143303     3               
0.62715         1802.79         0.874315        1240.15         6826.58         
450.792         0               0.0194566       0.0080411       2.41964         
0.0102527       0.0193408       0.00831569      0               0               
0.929893        0               -0.811043       4.46322         4.44976         
4.46322         -0.0022623      6.2885          0.929839        0               
0               -0.000143303    24000           999999          248372          
115000          0               0               0               0               
0               0               0               0               
320             219.9           0.0186262       0.693995        -9.03606        
72220           5.95647         -114.569        34.0272         24011.9         
1754.94         104.754         -4.53567e-06    -75090.9        554915          
-11.8547        -446.927        1697.07         0.000138925     3               
0.62715         1799.99         0.874185        1240.12         6825.8          
447.986         0               0.0194227       0.00803858      2.41618         
0.0102498       0.0193065       0.00831379      0               0               
0.929807        0               -0.814308       4.39112         4.37717         
4.39112         -0.00227439     6.28011         0.929752        0               
0               -0.000138925    24000           999999          239608          
115015          0               0               0               0               
0               0               0               0               
325             224.9           0.0189108       0.68214         -9.03611        
72229.4         5.95686         -114.477        34.0071         24011.9         
1755.05         104.943         -4.38122e-06    -77339.7        563397          
-11.854         -452.566        1695.7          0.000134203     3               
0.62715         1797.18         0.874055        1240.08         6825.02         
445.179         0               0.0193887       0.00803606      2.41271         
0.0102468       0.019272        0.00831188      0               0               
0.929719        0               -0.817576       4.31633         4.30185         
4.31633         -0.00228652     6.27172         0.929664        0               
0               -0.000134203    24000           999999          230842          
115030          0               0               0               0               
0               0               0               0               
330             229.9           0.0191905       0.669826        -9.03615        
72239           5.95725         -114.386        33.9867         24011.9         
1755.17         105.131         -4.21482e-06    -79616.4        571872          
-11.8534        -458.14         1694.32         0.000129114     3               
0.62715         1794.37         0.873925        1240.04         6824.24         
442.374         0               0.0193546       0.00803353      2.40923         
0.0102438       0.0192375       0.00830997      0               0               
0.929628        0               -0.820848       4.23864         4.22359         
4.23864         -0.00229869     6.26334         0.929574        0               
0               -0.000129114    24000           999999          222074          
115045          0               0               0               0               
0               0               0               0               
335             234.9           0.0194652       0.657018        -9.03619        
72248.7         5.95765         -114.294        33.966          24011.9         
1755.28         105.316         -4.03559e-06    -81920.9        580340          
-11.8527        -463.647        1692.94         0.000123632     3               
0.62715         1791.57         0.873795        1240            6823.46         
439.568         0               0.0193205       0.00803101      2.40573         
0.0102408       0.019203        0.00830806      0               0               
0.929536        0               -0.824122       4.15781         4.14214         
4.15781         -0.0023109      6.25496         0.929481        0               
0               -0.000123632    24000           999999          213306          
115061          0               0               0               0               
0               0               0               0               
340             239.9           0.0197351       0.643672        -9.03623        
72258.5         5.95805         -114.203        33.9451         24011.9         
1755.4          105.499         -3.84262e-06    -84252.8        588801          
-11.8521        -469.083        1691.57         0.000117728     3               
0.62715         1788.76         0.873665        1239.96         6822.68         
436.762         0               0.0192863       0.00802849      2.40223         
0.0102378       0.0191684       0.00830614      0               0               
0.929442        0               -0.827401       4.07357         4.05722         
4.07357         -0.00232316     6.24659         0.929386        0               
0               -0.000117728    24000           999999          204536          
115076          0               0               0               0               
0               0               0               0               
345             244.9           0.0200002       0.629741        -9.03627        
72268.4         5.95846         -114.111        33.924          24011.9         
1755.52         105.68          -3.63484e-06    -86611.7        597256          
-11.8516        -474.448        1690.19         0.00011137      3               
0.62715         1785.96         0.873536        1239.91         6821.91         
433.957         0               0.019252        0.00802597      2.39872         
0.0102347       0.0191337       0.00830422      0               0               
0.929345        0               -0.830682       3.98562         3.96853         
3.98562         -0.00233545     6.23823         0.929289        0               
0               -0.00011137     24000           999999          195765          
115092          0               0               0               0               
0               0               0               0               
350             249.9           0.0202606       0.61517         -9.0363         
72278.5         5.95888         -114.02         33.9026         24011.9         
1755.64         105.858         -3.41108e-06    -88997.2        605703          
-11.851         -479.737        1688.83         0.000104521     3               
0.62715         1783.15         0.873407        1239.87         6821.13         
431.152         0               0.0192177       0.00802345      2.39519         
0.0102316       0.0190989       0.0083023       0               0               
0.929245        0               -0.833968       3.89361         3.87572         
3.89361         -0.00234779     6.22987         0.92919         0               
0               -0.000104521    24000           999999          186992          
115108          0               0               0               0               
0               0               0               0               
355             254.9           0.0205165       0.599897        -9.03634        
72288.7         5.9593          -113.929        33.881          24011.9         
1755.77         106.034         -3.17002e-06    -91408.9        614144          
-11.8505        -484.948        1687.47         9.71417e-05     3               
0.62715         1780.35         0.873278        1239.82         6820.36         
428.347         0               0.0191833       0.00802093      2.39166         
0.0102285       0.0190641       0.00830037      0               0               
0.929143        0               -0.837257       3.79714         3.77836         
3.79714         -0.00236017     6.22151         0.929087        0               
0               -9.71417e-05    24000           999999          178219          
115124          0               0               0               0               
0               0               0               0               
360             259.9           0.0207678       0.58385         -9.03637        
72299           5.95972         -113.838        33.8592         24011.9         
1755.89         106.207         -2.91023e-06    -93846.5        622578          
-11.85          -490.078        1686.12         8.91874e-05     3               
0.62715         1777.54         0.873149        1239.78         6819.59         
425.542         0               0.0191489       0.00801841      2.38812         
0.0102254       0.0190292       0.00829844      0               0               
0.929039        0               -0.840551       3.69577         3.67601         
3.69577         -0.00237259     6.21316         0.928982        0               
0               -8.91874e-05    24000           999999          169444          
115141          0               0               0               0               
0               0               0               0               
365             264.9           0.0210147       0.566946        -9.0364         
72309.4         5.96015         -113.747        33.8371         24011.8         
1756.02         106.377         -2.63001e-06    -96309.5        631005          
-11.8496        -495.122        1684.77         8.06053e-05     3               
0.62715         1774.74         0.87302         1239.73         6818.82         
422.738         0               0.0191144       0.00801589      2.38456         
0.0102223       0.0189942       0.00829651      0               0               
0.928931        0               -0.84385        3.58895         3.5681          
3.58895         -0.00238507     6.20481         0.928874        0               
0               -8.06053e-05    24000           999999          160668          
115157          0               0               0               0               
0               0               0               0               
370             269.9           0.0212573       0.549086        -9.03642        
72320           5.96058         -113.656        33.8148         24011.8         
1756.15         106.544         -2.32742e-06    -98797.6        639426          
-11.8492        -500.076        1683.44         7.13368e-05     3               
0.62715         1771.93         0.872892        1239.69         6818.06         
419.934         0               0.0190798       0.00801336      2.38099         
0.0102191       0.0189592       0.00829457      0               0               
0.92882         0               -0.847153       3.47607         3.454           
3.47607         -0.00239758     6.19646         0.928764        0               
0               -7.13368e-05    24000           999999          151891          
115174          0               0               0               0               
0               0               0               0               
375             274.9           0.0214956       0.530156        -9.03644        
72330.6         5.96102         -113.566        33.7923         24011.8         
1756.28         106.709         -2.00027e-06    -101310         647840          
-11.8489        -504.936        1682.13         6.13141e-05     3               
0.62715         1769.13         0.872763        1239.64         6817.29         
417.13          0               0.0190451       0.00801084      2.37741         
0.0102159       0.0189241       0.00829263      0               0               
0.928707        0               -0.850461       3.35639         3.33295         
3.35639         -0.00241015     6.18812         0.92865         0               
0               -6.13141e-05    24000           999999          143113          
115191          0               0               0               0               
0               0               0               0               
380             279.9           0.0217297       0.510018        -9.03646        
72341.4         5.96147         -113.475        33.7696         24011.8         
1756.41         106.869         -1.64604e-06    -103847         656247          
-11.8486        -509.697        1680.83         5.04594e-05     3               
0.62715         1766.33         0.872635        1239.59         6816.53         
414.326         0               0.0190103       0.00800832      2.37382         
0.0102128       0.0188889       0.00829069      0               0               
0.92859         0               -0.853774       3.22903         3.20404         
3.22903         -0.00242276     6.17977         0.928532        0               
0               -5.04594e-05    24000           999999          134334          
115208          0               0               0               0               
0               0               0               0               
385             284.9           0.0219597       0.488506        -9.03648        
72352.3         5.96192         -113.385        33.7467         24011.8         
1756.54         107.027         -1.26178e-06    -106407         664648          
-11.8484        -514.352        1679.55         3.86828e-05     3               
0.62715         1763.52         0.872506        1239.54         6815.76         
411.522         0               0.0189755       0.0080058       2.37022         
0.0102095       0.0188536       0.00828874      0               0               
0.928469        0               -0.857093       3.09295         3.06619         
3.09295         -0.00243542     6.17143         0.928411        0               
0               -3.86828e-05    24000           999999          125554          
115226          0               0               0               0               
0               0               0               0               
390             289.9           0.0221857       0.465418        -9.03649        
72363.3         5.96237         -113.294        33.7235         24011.8         
1756.67         107.181         -8.44089e-07    -108990         673043          
-11.8482        -518.894        1678.29         2.58796e-05     3               
0.62715         1760.72         0.872378        1239.49         6815            
408.719         0               0.0189406       0.00800327      2.36661         
0.0102063       0.0188183       0.00828678      0               0               
0.928345        0               -0.860417       2.94686         2.91805         
2.94686         -0.00244813     6.1631          0.928287        0               
0               -2.58796e-05    24000           999999          116773          
115243          0               0               0               0               
0               0               0               0               
395             294.9           0.0224077       0.440502        -9.0365         
72374.4         5.96283         -113.204        33.7002         24011.8         
1756.81         107.33          -3.89005e-07    -111596         681431          
-11.8482        -523.317        1677.06         1.19277e-05     3               
0.62715         1757.92         0.87225         1239.44         6814.23         
405.916         0               0.0189056       0.00800075      2.36298         
0.0102031       0.0187829       0.00828483      0               0               
0.928218        0               -0.863746       2.78915         2.75796         
2.78915         -0.0024609      6.15476         0.928159        0               
0               -1.19277e-05    24000           999999          107991          
115261          0               0               0               0               
0               0               0               0               
400             299.9           0.0226257       0.413443        -9.0365         
72385.6         5.96329         -113.113        33.6766         24011.8         
1756.95         107.476         1.08114e-07     -114223         689813          
-11.8481        -527.61         1675.85         -3.31527e-06    3               
0.62715         1755.11         0.872121        1239.38         6813.47         
403.113         0               0.0188705       0.00799823      2.35934         
0.0101998       0.0187474       0.00828286      0               0               
0.928087        0               -0.867081       2.61782         2.58381         
2.61782         -0.00247371     6.14643         0.928028        0               
0               3.31527e-06     24000           999999          99208.1         
115279          0               0               0               0               
0               0               0               0               
405             304.9           0.0228398       0.383837        -9.0365         
72397           5.96376         -113.023        33.6529         24011.8         
1757.08         107.616         6.52541e-07     -116872         698190          
-11.8482        -531.763        1674.68         -2.00114e-05    3               
0.62715         1752.31         0.871993        1239.33         6812.71         
400.31          0               0.0188354       0.0079957       2.35569         
0.0101966       0.0187118       0.0082809       0               0               
0.927952        0               -0.870422       2.43028         2.39291         
2.43028         -0.00248656     6.13809         0.927893        0               
0               2.00114e-05     24000           999999          90424.1         
115297          0               0               0               0               
0               0               0               0               
410             309.9           0.0230497       0.351149        -9.03649        
72408.4         5.96423         -112.933        33.629          24011.8         
1757.22         107.752         1.25013e-06     -119540         706560          
-11.8483        -535.763        1673.55         -3.83406e-05    3               
0.62715         1749.51         0.871865        1239.28         6811.95         
397.507         0               0.0188002       0.00799318      2.35203         
0.0101933       0.0186761       0.00827893      0               0               
0.927815        0               -0.873766       2.22316         2.18167         
2.22316         -0.00249946     6.12976         0.927755        0               
0               3.83406e-05     24000           999999          81639.3         
115315          0               0               0               0               
0               0               0               0               
415             314.9           0.0232554       0.314663        -9.03648        
72419.9         5.9647          -112.843        33.6049         24011.8         
1757.36         107.881         1.90698e-06     -122229         714925          
-11.8486        -539.593        1672.47         -5.84903e-05    3               
0.62715         1746.71         0.871737        1239.22         6811.19         
394.705         0               0.018765        0.00799065      2.34836         
0.01019         0.0186404       0.00827696      0               0               
0.927675        0               -0.877113       1.99186         1.94525         
1.99186         -0.0025124      6.12143         0.927615        0               
0               5.84903e-05     24000           999999          72853.6         
115333          0               0               0               0               
0               0               0               0               
420             319.9           0.0234563       0.273374        -9.03645        
72431.5         5.96518         -112.753        33.5806         24011.8         
1757.5          108.005         2.6279e-06      -124936         723285          
-11.8489        -543.235        1671.44         -8.06088e-05    3               
0.62715         1743.9          0.871609        1239.17         6810.43         
391.903         0               0.0187297       0.00798813      2.34469         
0.0101867       0.0186047       0.00827499      0               0               
0.927535        0               -0.88046        1.73001         1.67682         
1.73001         -0.00252535     6.1131          0.927475        0               
0               8.06088e-05     24000           999999          64067           
115352          0               0               0               0               
0               0               0               0               
425             324.9           0.0236515       0.225822        -9.03642        
72443.2         5.96566         -112.663        33.5562         24011.8         
1757.64         108.121         3.41219e-06     -127661         731640          
-11.8494        -546.661        1670.47         -0.000104675    3               
0.62715         1741.1          0.871482        1239.11         6809.68         
389.101         0               0.0186945       0.00798562      2.34102         
0.0101834       0.0185691       0.00827302      0               0               
0.927396        0               -0.8838         1.42828         1.36636         
1.42828         -0.00253829     6.10476         0.927337        0               
0               0.000104675     24000           999999          55279.6         
115371          0               0               0               0               
0               0               0               0               
430             329.9           0.0238392       0.169756        -9.03638        
72455           5.96615         -112.574        33.5317         24011.8         
1757.79         108.228         4.24092e-06     -130402         739990          
-11.85          -549.839        1669.58         -0.000130108    3               
0.62715         1738.3          0.871356        1239.05         6808.93         
386.299         0               0.0186594       0.00798313      2.33735         
0.0101801       0.0185336       0.00827106      0               0               
0.927266        0               -0.887122       1.07233         0.998252        
1.07233         -0.00255117     6.09642         0.927207        0               
0               0.000130108     24000           999999          46491.3         
115389          0               0               0               0               
0               0               0               0               
435             334.9           0.0240156       0.101445        -9.03633        
72466.9         5.96664         -112.484        33.507          24011.9         
1757.93         108.325         5.03503e-06     -133159         748336          
-11.8507        -552.719        1668.78         -0.000154483    3               
0.62715         1735.5          0.871232        1238.99         6808.2          
383.497         0               0.0186247       0.00798067      2.33373         
0.0101767       0.0184984       0.00826912      0               0               
0.927155        0               -0.890403       0.638353        0.546196        
0.638353        -0.00256385     6.08808         0.927097        0               
0               0.000154483     24000           999999          37702.2         
115408          0               0               0               0               
0               0               0               0               
440             339.9           0.0241719       0.0140048       -9.03625        
72478.9         5.96713         -112.394        33.4822         24011.9         
1758.08         108.41          5.49459e-06     -135929         756678          
-11.8515        -555.231        1668.1          -0.000168597    3               
0.62715         1732.7          0.871113        1238.93         6807.5          
380.696         0               0.0185909       0.00797828      2.33019         
0.0101734       0.0184642       0.00826723      0               0               
0.927089        0               -0.893589       0.0823959       -0.0394806      
0.0823959       -0.00257601     6.07971         0.927035        0               
0               0.000168597     24000           999999          28912.3         
115427          0               0               0               0               
0               0               0               0               
445             344.9           0.0242842       -0.107595       -9.03614        
72490.9         5.96763         -112.305        33.4572         24011.9         
1758.22         108.478         4.3019e-06      -138710         765017          
-11.8523        -557.253        1667.58         -0.000132011    3               
0.62715         1729.89         0.871006        1238.87         6806.88         
377.894         0               0.0185594       0.00797606      2.32689         
0.0101702       0.0184324       0.00826547      0               0               
0.927142        0               -0.896532       -0.691632       -0.87133        
-0.691632       -0.00258666     6.07132         0.927097        0               
0               0.000132011     24000           999999          20121.6         
115447          0               0               0               0               
0               0               0               0               
450             349.9           0.0242615       -0.308195       -9.03587        
72503           5.96812         -112.215        33.4322         24011.9         
1758.37         108.521         -7.26153e-06    -141500         773354          
-11.8524        -558.539        1667.3          0.000222852     3               
0.62715         1727.09         0.870937        1238.8          6806.51         
375.093         0               0.0185356       0.00797442      2.32439         
0.0101671       0.0184083       0.00826415      0               0               
0.927587        0               -0.898675       -1.9713         -2.31126        
-1.9713         -0.00259111     6.06281         0.927589        0               
0               -0.000222852    24000           999999          11330.2         
115466          0               0               0               0               
0               0               0               0               
455             354.9           0.0231532       -0.941607       -9.02778        
72515           5.96861         -112.126        33.4072         24011.8         
1758.51         108.509         -0.000254917    -144293         781691          
-11.8428        -558.245        1667.55         0.00782386      3               
0.62715         1724.29         0.871181        1238.65         6808.19         
372.291         0               0.0185746       0.00797742      2.32839         
0.0101654       0.0184478       0.00826639      0               0               
0.931242        0               -0.894134       -6.07168        -8.35599        
-6.07168        -0.00249125     6.05346         0.932565        0               
0               -0.00782386     24000           999999          2538.02         
115485          0               0               0               0               
0               0               0               0               
460             3.5             -0.378462       11.1162         -11.0078        
72492.9         5.96652         -112.036        33.382          24009.4         
1757.88         109.397         0.0179152       -147110         790019          
-9.35902        -583.808        1658.1          -0.549653       3               
0.62715         1721.4          0.935193        1224.86         7227.39         
369.403         0               0.0316933       0.0092902       3.41148         
0.0104782       0.0317593       0.00906209      0               0               
1.60541         0               0.384993        45.2344         44.6393         
45.2344         -0.00830852     5.86021         1.31419         0               
0               0.549653        24000           999999          224440          
115401          0               0               0               0               
0               0               0               0               
465             8.5             -0.221229       10.7713         -8.65634        
72359.3         5.9624          -111.948        33.3547         24012.3         
1756.67         111.236         0.011262        -150159         798259          
-12.2799        -636.297        1637.38         -0.345291       3               
0.62715         1718.44         0.917585        1229.1          7107.63         
366.445         0               0.0280424       0.00884556      3.17022         
0.0104203       0.028053        0.008812        0               0               
1.41788         0               0.0703119       51.2854         52.6041         
51.2854         0.000895881     5.89017         1.46101         0               
0               0.345291        24000           999999          216363          
115243          0               0               0               0               
0               0               0               0               
470             13.5            -0.250175       11.0041         -9.03746        
72259.2         5.95837         -111.861        33.325          24012.5         
1755.48         113.102         -0.00325392     -153472         806390          
-12.4543        -688.796        1614.71         0.0996968       3               
0.62715         1715.49         0.920995        1229.09         7128.98         
363.487         0               0.0288764       0.00894103      3.22965         
0.0104704       0.0288986       0.00886904      0               0               
1.46111         0               0.143155        50.587          50.2569         
50.587          0.000539625     5.85609         1.45911         0               
0               -0.0996968      24000           999999          208236          
115087          0               0               0               0               
0               0               0               0               
475             18.5            -0.241563       10.9201         -9.05904        
72168.1         5.95439         -111.775        33.293          24012           
1754.31         114.961         -0.00287383     -157045         814404          
-11.9834        -740.318        1590.45         0.0879922       3               
0.62715         1712.53         0.919997        1229.97         7122.12         
360.533         0               0.0287614       0.00892585      3.22226         
0.0104983       0.0287814       0.00886095      0               0               
1.45586         0               0.129034        50.3219         50.328          
50.3219         0.000312638     5.83411         1.45493         0               
0               -0.0879922      24000           999999          200063          
114933          0               0               0               0               
0               0               0               0               
480             23.5            -0.235618       10.8955         -9.05881        
