1 input_north_south_trajectories.asc  Apr  4 2025 17:29:30
  0  0 59
time            event_time      FSPV1           FSPV2           FSPV3           
pdynmc          mach            lonx            latx            alt             
dvbe            psivgx          thtvgx          SBEG1           SBEG2           
SBEG3           VBEG1           VBEG2           VBEG3           mprop           
phi             mass            cin             spi             thrust          
fmassr          thrst_req       cl              cd              cl_ov_cd        
cla             cn              ca              psivgcx         thtvgcx         
anx             avx             alphax          phimvx          phicx           
phix            qq              tip             ancomx          alcomx          
alx             altd            altcom          wp_sltrange     wp_grdrange     
rad_min         range_go        STBG1           STBG2           STBG3           
time_go         psisbx          thtsbx          mtargeting      
0               0               0               0               
565             62.4            -0.165056       10.8278         -9.05129        
71373.4         5.92132         -110.34         37.3148         24011.6         
1744.57         77.1686         0.000120089     291852          931250          
-11.5718        387.44          1701            -0.00365653     3               
0.629607        1658.74         0.91301         1237.08         7097.56         
306.742         0               0.0280298       0.00882828      3.175           
0.0107472       0.0280363       0.00880762      0               0               
1.44804         0               0.0421639       50.1059         50.0899         
50.1059         0.000104732     5.55166         1.44791         0               
0               0.00365653      24000           999999          127805          
113661          0               0               0               0               
0               0               0               0               
570             67.4            -0.159218       10.7938         -9.0505         
71306.8         5.91857         -110.243        37.3309         24011.6         
1743.76         79.0305         9.92732e-05     293650          939783          
-11.5885        331.813         1711.9          -0.00302131     3               
0.629607        1655.82         0.912388        1237.69         7092.88         
303.818         0               0.027955        0.00881875      3.16995         
0.0107687       0.0279602       0.00880208      0               0               
1.44531         0               0.0340742       50.0196         50.0027         
50.0196         7.93087e-05     5.53353         1.44518         0               
0               0.00302131      24000           999999          119298          
113555          0               0               0               0               
0               0               0               0               
575             72.4            -0.153383       10.7584         -9.04992        
71243           5.91592         -110.147        37.3446         24011.6         
1742.98         80.888          7.79535e-05     295170          948366          
-11.602         276.028         1720.98         -0.0023714      3               
0.629607        1652.9          0.91177         1238.27         7088.24         
300.898         0               0.0278773       0.00880897      3.16466         
0.0107895       0.0278813       0.00879634      0               0               
1.44248         0               0.0258671       49.9286         49.9108         
49.9286         5.3214e-05      5.51575         1.44235         0               
0               0.0023714       24000           999999          110766          
113453          0               0               0               0               
0               0               0               0               
580             77.4            -0.147536       10.7212         -9.04953        
71181.8         5.91338         -110.05         37.3557         24011.6         
1742.23         82.7406         5.7546e-05      296410          956990          
-11.6123        220.152         1728.27         -0.00174984     3               
0.629607        1649.98         0.911152        1238.84         7083.65         
297.981         0               0.0277965       0.0087989       3.15909         
0.0108095       0.0277992       0.00879037      0               0               
1.43954         0               0.0175022       49.8321         49.8132         
49.8321         2.62977e-05     5.49832         1.4394          0               
0               0.00174984      24000           999999          102210          
113356          0               0               0               0               
0               0               0               0               
585             82.4            -0.141655       10.682          -9.04932        
71123.2         5.91095         -109.952        37.3643         24011.6         
1741.52         84.5879         3.78693e-05     297371          965646          
-11.6196        164.257         1733.75         -0.00115105     3               
0.629607        1647.07         0.910533        1239.39         7079.07         
295.067         0               0.027712        0.00878848      3.15322         
0.0108287       0.0277134       0.00878412      0               0               
1.43645         0               0.00893103      49.7291         49.7089         
49.7291         -1.63016e-06    5.48123         1.43631         0               
0               0.00115105      24000           999999          93632.4         
113263          0               0               0               0               
0               0               0               0               
590             87.4            -0.135715       10.6402         -9.04928        
71067.3         5.90863         -109.854        37.3704         24011.6         
1740.83         86.4295         1.85824e-05     298053          974325          
-11.6238        108.414         1737.45         -0.000564593    3               
0.629607        1644.16         0.909909        1239.93         7074.5          
292.157         0               0.027623        0.00877765      3.14697         
0.0108472       0.0276231       0.00877756      0               0               
1.43318         0               9.28237e-05     49.6183         49.5964         
49.6183         -3.08193e-05    5.4645          1.43302         0               
0               0.000564593     24000           999999          85035.5         
113174          0               0               0               0               
0               0               0               0               
595             92.4            -0.130251       10.5953         -9.04954        
71014           5.90642         -109.756        37.374          24011.6         
1740.18         88.2647         1.18571e-05     298455          983018          
-11.6283        52.6964         1739.38         -0.000360124    3               
0.629607        1641.25         0.909208        1240.47         7069.49         
289.25          0               0.0275294       0.00876695      3.14013         
0.0108611       0.0275278       0.00877212      0               0               
1.42969         0               -0.0108705      49.4978         49.4729         
49.4978         -7.43068e-05    5.45002         1.42946         0               
0               0.000360124     24000           999999          76421.3         
113089          0               0               0               0               
0               0               0               0               
600             97.4            -0.124666       10.546          -9.04974        
70963.2         5.9043          -109.658        37.3751         24011.6         
1739.56         90.0929         -1.56513e-05    298580          991716          
-11.628         -2.81955        1739.56         0.000475188     3               
0.629607        1638.35         0.90848         1241.01         7064.35         
286.346         0               0.0274284       0.00875555      3.13269         
0.0108735       0.027425        0.00876629      0               0               
1.42585         0               -0.0225467      49.3651         49.3386         
49.3651         -0.000114149    5.43616         1.42564         0               
0               -0.000475188    24000           999999          67791.8         
113009          0               0               0               0               
0               0               0               0               
605             102.4           -0.118938       10.4915         -9.05025        
70915           5.9023          -109.56         37.3738         24011.6         
1738.97         91.9131         -3.6808e-05     298428          1.00041e+06     
-11.6239        -58.0533        1738            0.00111715      3               
0.629607        1635.44         0.907725        1241.53         7059.07         
283.445         0               0.0273196       0.00874341      3.12459         
0.0108847       0.0273143       0.00876002      0               0               
1.42165         0               -0.0349649      49.2166         49.1866         
49.2166         -0.000157103    5.42289         1.42142         0               
0               -0.00111715     24000           999999          59149.1         
112932          0               0               0               0               
0               0               0               0               
610             107.4           -0.112969       10.4299         -9.05095        
70869.4         5.90039         -109.462        37.3699         24011.6         
1738.41         93.7243         -5.14348e-05    298000          1.00909e+06     
-11.6171        -112.919        1734.74         0.00156058      3               
0.629607        1632.55         0.906928        1242.05         7053.54         
280.548         0               0.0271998       0.00873019      3.1156          
0.0108944       0.0271924       0.00875312      0               0               
1.41691         0               -0.0484444      49.047          49.0123         
49.047          -0.000205153    5.41029         1.41665         0               
0               -0.00156058     24000           999999          50495.2         
112859          0               0               0               0               
0               0               0               0               
615             112.4           -0.106632       10.3581         -9.05181        
70826.5         5.89861         -109.365        37.3636         24011.6         
1737.88         95.5249         -6.31809e-05    297299          1.01775e+06     
-11.6084        -167.32         1729.81         0.00191639      3               
0.629607        1629.65         0.906069        1242.56         7047.64         
277.654         0               0.0270649       0.0087155       3.10538         
0.0109023       0.0270553       0.00874537      0               0               
1.41141         0               -0.0634122      48.8481         48.8067         
48.8481         -0.000260052    5.39847         1.41111         0               
0               -0.00191639     24000           999999          41832.3         
112791          0               0               0               0               
0               0               0               0               
620             117.4           -0.0997088      10.2713         -9.05285        
70786.5         5.89694         -109.267        37.3549         24011.6         
1737.39         97.3128         -7.07989e-05    296328          1.02639e+06     
-11.5982        -221.146        1723.26         0.00214685      3               
0.629607        1626.76         0.905114        1243.08         7041.15         
274.764         0               0.0269079       0.00869861      3.09336         
0.0109081       0.0268957       0.00873637      0               0               
1.40478         0               -0.080591       48.6052         48.5534         
48.6052         -0.000325617    5.3876          1.40442         0               
0               -0.00214685     24000           999999          33162.2         
112727          0               0               0               0               
0               0               0               0               
625             122.4           -0.0917779      10.1597         -9.05411        
70749.7         5.8954          -109.17         37.3438         24011.6         
1736.94         99.0847         -6.70065e-05    295089          1.03498e+06     
-11.5875        -274.254        1715.15         0.00203132      3               
0.629607        1623.88         0.903996        1243.61         7033.66         
271.878         0               0.026715        0.00867817      3.07842         
0.0109111       0.0266997       0.00872532      0               0               
1.3963          0               -0.101392       48.2896         48.2195         
48.2896         -0.000410088    5.37803         1.39581         0               
0               -0.00203132     24000           999999          24486.9         
112668          0               0               0               0               
0               0               0               0               
630             127.4           -0.0818378      10.0001         -9.05582        
70716.7         5.89402         -109.074        37.3304         24011.6         
1736.53         100.835         -2.606e-05      293587          1.04354e+06     
-11.5796        -326.431        1705.57         0.000789831     3               
0.629607        1621            0.902558        1244.2          7024.15         
268.997         0               0.0264537       0.00865092      3.05791         
0.0109095       0.0264342       0.00871038      0               0               
1.38423         0               -0.129181       47.831          47.7205         
47.831          -0.000536251    5.37059         1.38345         0               
0               -0.000789831    24000           999999          15808.3         
112616          0               0               0               0               
0               0               0               0               
635             132.4           -0.0662789      9.70526         -9.06061        
70688.6         5.89285         -108.978        37.3146         24011.6         
1736.19         102.55          0.000227013     291827          1.05204e+06     
-11.5886        -377.254        1694.71         -0.00687899     3               
0.629607        1618.12         0.900223        1244.97         7008.91         
266.123         0               0.0260059       0.00860519      3.02212         
0.0108973       0.0259794       0.00868483      0               0               
1.36229         0               -0.176258       46.9534         46.6841         
46.9534         -0.00081614     5.36821         1.36017         0               
0               0.00687899      24000           999999          7128.21         
112571          0               0               0               0               
0               0               0               0               
640             0.8             0.0840699       7.00835         -7.60799        
70666.9         5.89238         -108.883        37.2966         24012.6         
1736.06         104.045         0.0257373       289822          1.06048e+06     
-12.5563        -421.325        1684.15         -0.779837       3               
0.629607        1615.27         0.872135        1251.92         6826.6          
263.272         0               0.0203203       0.00809262      2.51097         
0.0106313       0.0202112       0.00836128      0               0               
1.06137         0               -0.754964       43.9751         68.4116         
43.9751         -0.000192947    5.49415         1.24881         0               
0               0.779837        24000           999999          380608          
112554          0               0               0               0               
0               0               0               0               
645             5.8             -0.047217       9.78986         -8.58368        
70646.7         5.89152         -108.789        37.2767         24012.5         
1735.8          105.715         -0.00506187     287592          1.06887e+06     
-12.4812        -470.145        1670.92         0.153351        3               
0.629607        1612.41         0.897271        1245.92         6988.69         
260.409         0               0.0254363       0.00854814      2.97565         
0.01088         0.025401        0.00865234      0               0               
1.33588         0               -0.225709       48.7011         47.5666         
48.7011         0.00240983      5.35976         1.40591         0               
0               -0.153351       24000           999999          373687          
112520          0               0               0               0               
0               0               0               0               
650             10.8            -0.061855       9.69049         -9.10732        
70630.6         5.89064         -108.695        37.2545         24012           
1735.54         107.395         -0.0058478      285119          1.07719e+06     
-12.0367        -518.856        1656.16         0.177135        3               
0.629607        1609.54         0.899623        1245.5          7004.06         
257.543         0               0.0259319       0.00859707      3.01637         
0.01091         0.0259041       0.00868053      0               0               
1.36446         0               -0.183815       46.7475         46.1935         
46.7475         -0.000391942    5.33595         1.35921         0               
0               -0.177135       24000           999999          366692          
112487          0               0               0               0               
0               0               0               0               
655             15.8            -0.0552929      9.59514         -9.0997         
70616.6         5.88984         -108.602        37.2302         24011.6         
1735.3          109.064         -0.00247525     282405          1.08543e+06     
-11.5605        -566.785        1640.13         0.0749671       3               
0.629607        1606.68         0.898634        1245.88         6998.07         
254.679         0               0.0257488       0.00857854      3.00153         
0.0109072       0.0257181       0.00867007      0               0               
1.3568          0               -0.204117       46.5154         46.4678         
46.5154         -0.00078399     5.32821         1.35308         0               
0               -0.0749671      24000           999999          359625          
112456          0               0               0               0               
0               0               0               0               
660             20.8            -0.0514185      9.57518         -9.07447        
70601           5.88909         -108.51         37.2037         24011.3         
1735.08         110.729         -0.000606666    279452          1.09359e+06     
-11.3439        -614.13         1622.76         0.0183716       3               
0.629607        1603.82         0.898059        1246.14         6994.45         
251.817         0               0.0256483       0.00856833      2.99339         
0.0109078       0.0256161       0.00866432      0               0               
1.35354         0               -0.214694       46.5386         46.5518         
46.5386         -0.000751281    5.31893         1.35307         0               
0               -0.0183716      24000           999999          352487          
112427          0               0               0               0               
0               0               0               0               
665             25.8            -0.0489243      9.56754         -9.06811        
70584.6         5.88838         -108.42         37.1752         24011.3         
1734.87         112.392         2.87508e-06     276264          1.10166e+06     
-11.3042        -660.892        1604.06         -8.70552e-05    3               
0.629607        1600.96         0.897698        1246.35         6992.02         
248.956         0               0.0255903       0.00856236      2.9887          
0.0109101       0.0255571       0.00866098      0               0               
1.35252         0               -0.221003       46.5352         46.5351         
46.5352         -0.000747251    5.30895         1.35251         0               
0               8.70552e-05     24000           999999          345280          
112400          0               0               0               0               
0               0               0               0               
670             30.8            -0.0467072      9.5587          -9.06871        
70568.8         5.88773         -108.33         37.1445         24011.3         
1734.68         114.053         -3.16596e-05    272844          1.10963e+06     
-11.3053        -707.035        1584.05         0.000958523     3               
0.629607        1598.1          0.897378        1246.54         6989.82         
246.096         0               0.0255396       0.00855715      2.98459         
0.0109124       0.0255055       0.00865806      0               0               
1.3519          0               -0.226602       46.5065         46.4999         
46.5065         -0.000764623    5.29897         1.35183         0               
0               -0.000958523    24000           999999          338006          
112375          0               0               0               0               
0               0               0               0               
675             35.8            -0.0445722      9.5489          -9.07148        
70554.3         5.88711         -108.242        37.1118         24011.3         
1734.5          115.712         -0.000197815    269195          1.11749e+06     
-11.2878        -752.518        1562.75         0.00598838      3               
0.629607        1595.24         0.897068        1246.73         6987.71         
243.238         0               0.0254899       0.00855206      2.98056         
0.0109144       0.0254551       0.00865521      0               0               
1.35137         0               -0.23207        46.4683         46.4606         
46.4683         -0.000784495    5.28909         1.35127         0               
0               -0.00598838     24000           999999          330665          
112352          0               0               0               0               
0               0               0               0               
680             40.8            -0.0424753      9.53883         -9.07465        
70541.1         5.88654         -108.155        37.0771         24011.2         
1734.33         117.369         -0.000291518    265320          1.12525e+06     
-11.2496        -797.303        1540.2          0.00882418      3               
0.629607        1592.38         0.896762        1246.9          6985.66         
240.381         0               0.02544         0.00854697      2.9765          
0.010916        0.0254044       0.00865234      0               0               
1.35084         0               -0.237536       46.4282         46.4205         
46.4282         -0.000804269    5.27932         1.35074         0               
0               -0.00882418     24000           999999          323260          
112330          0               0               0               0               
0               0               0               0               
685             45.8            -0.0404022      9.52868         -9.07765        
70529           5.88602         -108.069        37.0404         24011.2         
1734.18         119.023         -0.000315488    261223          1.13289e+06     
-11.2032        -841.355        1516.41         0.0095489       3               
0.629607        1589.52         0.896457        1247.06         6983.64         
237.525         0               0.0253895       0.00854184      2.97236         
0.0109173       0.025353        0.00864944      0               0               
1.3503          0               -0.243047       46.3882         46.3806         
46.3882         -0.000824104    5.26968         1.3502          0               
0               -0.0095489      24000           999999          315792          
112310          0               0               0               0               
0               0               0               0               
690             50.8            -0.0383566      9.51845         -9.08056        
70517.9         5.88553         -107.984        37.0018         24011.2         
1734.03         120.675         -0.000317864    256908          1.14041e+06     
-11.1552        -884.64         1491.4          0.00962003      3               
0.629607        1586.67         0.896154        1247.22         6981.64         
234.67          0               0.0253383       0.00853668      2.96817         
0.0109182       0.0253011       0.00864651      0               0               
1.34975         0               -0.248588       46.3483         46.3407         
46.3483         -0.000844003    5.26017         1.34964         0               
0               -0.00962003     24000           999999          308263          
112292          0               0               0               0               
0               0               0               0               
695             55.8            -0.0363441      9.50814         -9.08352        
70507.9         5.88509         -107.901        36.9612         24011.1         
1733.9          122.324         -0.000323799    252378          1.14781e+06     
-11.1067        -927.122        1465.22         0.0097989       3               
0.629607        1583.82         0.895853        1247.37         6979.66         
231.817         0               0.0252869       0.00853151      2.96394         
0.0109188       0.0252488       0.00864356      0               0               
1.34919         0               -0.254139       46.308          46.3002         
46.308          -0.000863942    5.25079         1.34909         0               
0               -0.0097989      24000           999999          300673          
112275          0               0               0               0               
0               0               0               0               
700             60.8            -0.0343667      9.49772         -9.08663        
70498.8         5.88469         -107.82         36.9187         24011.1         
1733.78         123.97          -0.000336086    247638          1.15507e+06     
-11.0569        -968.771        1437.88         0.0101701       3               
0.629607        1580.96         0.895556        1247.51         6977.72         
228.964         0               0.0252351       0.00852633      2.95967         
0.0109191       0.0251962       0.0086406       0               0               
1.34864         0               -0.259694       46.2668         46.2589         
46.2668         -0.00088394     5.24152         1.34853         0               
0               -0.0101701      24000           999999          293026          
112260          0               0               0               0               
0               0               0               0               
705             65.8            -0.0324232      9.48716         -9.08988        
70490.6         5.88432         -107.74         36.8744         24011           
1733.68         125.614         -0.000350742    242692          1.16218e+06     
-11.0049        -1009.55        1409.41         0.0106129       3               
0.629607        1578.11         0.895261        1247.65         6975.8          
226.113         0               0.0251831       0.00852115      2.95537         
0.0109191       0.0251434       0.00863762      0               0               
1.34809         0               -0.265253       46.2247         46.2166         
46.2247         -0.00090402     5.23237         1.34798         0               
0               -0.0106129      24000           999999          285321          
112246          0               0               0               0               
0               0               0               0               
710             70.8            -0.0305117      9.47646         -9.09326        
70483.5         5.884           -107.662        36.8283         24011           
1733.58         127.255         -0.000365059    237544          1.16916e+06     
-10.9508        -1049.44        1379.85         0.0110455       3               
0.629607        1575.26         0.894969        1247.78         6973.91         
223.263         0               0.0251308       0.00851596      2.95102         
0.0109188       0.0250903       0.00863462      0               0               
1.34754         0               -0.270821       46.1817         46.1735         
46.1817         -0.000924195    5.22333         1.34743         0               
0               -0.0110455      24000           999999          277561          
112233          0               0               0               0               
0               0               0               0               
715             75.8            -0.0286308      9.46559         -9.09676        
70477.2         5.88371         -107.586        36.7804         24010.9         
1733.5          128.893         -0.000378468    232199          1.17598e+06     
-10.8945        -1088.4         1349.22         0.0114506       3               
0.629607        1572.41         0.894679        1247.9          6972.05         
220.414         0               0.0250781       0.00851075      2.94664         
0.0109182       0.0250368       0.00863161      0               0               
1.34698         0               -0.276402       46.1378         46.1294         
46.1378         -0.000944473    5.2144          1.34687         0               
0               -0.0114506      24000           999999          269748          
112222          0               0               0               0               
0               0               0               0               
720             80.8            -0.0267794      9.45453         -9.10038        
70471.9         5.88347         -107.511        36.7308         24010.8         
1733.42         130.528         -0.000391243    226662          1.18265e+06     
-10.8363        -1126.41        1317.56         0.0118367       3               
0.629607        1569.57         0.894392        1248.01         6970.21         
217.566         0               0.0250251       0.00850554      2.94221         
0.0109172       0.0249829       0.00862858      0               0               
1.34642         0               -0.281998       46.093          46.0844         
46.093          -0.00096486     5.20557         1.34631         0               
0               -0.0118367      24000           999999          261882          
112213          0               0               0               0               
0               0               0               0               
725             85.8            -0.0249561      9.44328         -9.1041         
70467.5         5.88325         -107.439        36.6795         24010.8         
1733.36         132.16          -0.000403645    220937          1.18915e+06     
-10.7762        -1163.44        1284.9          0.0122114       3               
0.629607        1566.72         0.894106        1248.12         6968.4          
214.719         0               0.0249716       0.00850031      2.93773         
0.010916        0.0249286       0.00862553      0               0               
1.34585         0               -0.287611       46.0472         46.0384         
46.0472         -0.000985366    5.19684         1.34574         0               
0               -0.0122114      24000           999999          253967          
112205          0               0               0               0               
0               0               0               0               
730             90.8            -0.0231598      9.4318          -9.10794        
70464           5.88308         -107.368        36.6265         24010.7         
1733.31         133.789         -0.000415743    215029          1.1955e+06      
-10.7142        -1199.46        1251.27         0.0125771       3               
0.629607        1563.87         0.893822        1248.22         6966.61         
211.873         0               0.0249178       0.00849506      2.93321         
0.0109145       0.024874        0.00862245      0               0               
1.34528         0               -0.293245       46.0003         45.9913         
46.0003         -0.001006       5.18822         1.34517         0               
0               -0.0125771      24000           999999          246002          
112198          0               0               0               0               
0               0               0               0               
735             95.8            -0.0213891      9.42007         -9.11187        
70461.4         5.88294         -107.299        36.572          24010.7         
1733.27         135.415         -0.00042751     208944          1.20167e+06     
-10.6504        -1234.45        1216.7          0.0129327       3               
0.629607        1561.03         0.89354         1248.31         6964.83         
209.028         0               0.0248635       0.00848979      2.92864         
0.0109128       0.0248189       0.00861935      0               0               
1.34469         0               -0.298903       45.9523         45.9431         
45.9523         -0.00102677     5.17969         1.34458         0               
0               -0.0129327      24000           999999          237990          
112193          0               0               0               0               
0               0               0               0               
740             100.8           -0.0196425      9.40807         -9.11592        
70459.7         5.88284         -107.232        36.516          24010.6         
1733.24         137.037         -0.000438908    202686          1.20766e+06     
-10.5849        -1268.38        1181.24         0.0132773       3               
0.629607        1558.18         0.89326         1248.4          6963.08         
206.183         0               0.0248087       0.00848449      2.92401         
0.0109107       0.0247633       0.00861623      0               0               
1.3441          0               -0.304588       45.9031         45.8936         
45.9031         -0.0010477      5.17127         1.34399         0               
0               -0.0132773      24000           999999          229932          
112189          0               0               0               0               
0               0               0               0               
745             105.8           -0.0179187      9.39577         -9.12005        
70458.7         5.88277         -107.167        36.4584         24010.5         
1733.22         138.657         -0.000449917    196262          1.21348e+06     
-10.5177        -1301.24        1144.91         0.0136102       3               
0.629607        1555.34         0.89298         1248.48         6961.35         
203.34          0               0.0247535       0.00847917      2.91933         
0.0109084       0.0247072       0.00861308      0               0               
1.34349         0               -0.310304       45.8526         45.8429         
45.8526         -0.0010688      5.16293         1.34337         0               
0               -0.0136102      24000           999999          221830          
112186          0               0               0               0               
0               0               0               0               
750             110.8           -0.0162159      9.38313         -9.12429        
70458.7         5.88273         -107.105        36.3994         24010.4         
1733.21         140.272         -0.000460527    189676          1.21911e+06     
-10.4488        -1333           1107.76         0.013931        3               
0.629607        1552.5          0.892702        1248.55         6959.62         
200.498         0               0.0246977       0.00847382      2.91458         
0.0109058       0.0246505       0.0086099       0               0               
1.34286         0               -0.316055       45.8007         45.7908         
45.8007         -0.00109008     5.15469         1.34275         0               
0               -0.013931       24000           999999          213686          
112185          0               0               0               0               
0               0               0               0               
755             115.8           -0.0145326      9.37012         -9.12861        
70459.4         5.88273         -107.044        36.339          24010.4         
1733.21         141.885         -0.000470729    182934          1.22455e+06     
-10.3784        -1363.63        1069.82         0.0142396       3               
0.629607        1549.66         0.892424        1248.62         6957.92         
197.656         0               0.0246413       0.00846843      2.90978         
0.010903        0.0245933       0.00860669      0               0               
1.34221         0               -0.321846       45.7474         45.7371         
45.7474         -0.00111156     5.14654         1.3421          0               
0               -0.0142396      24000           999999          205501          
112185          0               0               0               0               
0               0               0               0               
760             120.8           -0.0128668      9.35669         -9.13303        
70460.9         5.88276         -106.986        36.2772         24010.3         
1733.22         143.493         -0.000480513    176041          1.22981e+06     
-10.3064        -1393.14        1031.12         0.0145357       3               
0.629607        1546.82         0.892146        1248.68         6956.22         
194.815         0               0.0245842       0.00846301      2.90491         
0.0108999       0.0245354       0.00860344      0               0               
1.34154         0               -0.327683       45.6925         45.6819         
45.6925         -0.00113326     5.13848         1.34143         0               
0               -0.0145357      24000           999999          197277          
112186          0               0               0               0               
0               0               0               0               
765             125.8           -0.0112167      9.34281         -9.13752        
70463.3         5.88282         -106.929        36.2142         24010.2         
1733.24         145.098         -0.000489867    169004          1.23486e+06     
-10.233         -1421.48        991.713         0.0148188       3               
0.629607        1543.98         0.891869        1248.74         6954.53         
191.976         0               0.0245265       0.00845754      2.89996         
0.0108966       0.0244769       0.00860016      0               0               
1.34085         0               -0.333571       45.6359         45.6249         
45.6359         -0.00115521     5.13051         1.34073         0               
0               -0.0148188      24000           999999          189015          
112189          0               0               0               0               
0               0               0               0               
770             130.8           -0.00957999     9.32842         -9.1421         
70466.4         5.88292         -106.875        36.1499         24010.2         
1733.26         146.699         -0.000498782    161828          1.23972e+06     
-10.1583        -1448.66        951.625         0.0150887       3               
0.629607        1541.14         0.891591        1248.79         6952.85         
189.136         0               0.024468        0.00845202      2.89494         
0.0108929       0.0244175       0.00859683      0               0               
1.34012         0               -0.339517       45.5774         45.566          
45.5774         -0.00117743     5.12262         1.34            0               
0               -0.0150887      24000           999999          180718          
112192          0               0               0               0               
0               0               0               0               
775             135.8           -0.00795441     9.31346         -9.14675        
70470.3         5.88305         -106.824        36.0844         24010.1         
1733.3          148.296         -0.000507244    154520          1.24438e+06     
-10.0822        -1474.65        910.9           0.0153451       3               
0.629607        1538.3          0.891312        1248.84         6951.17         
186.298         0               0.0244088       0.00844644      2.88983         
0.0108891       0.0243574       0.00859346      0               0               
1.33936         0               -0.345528       45.5168         45.5051         
45.5168         -0.00119995     5.11483         1.33924         0               
0               -0.0153451      24000           999999          172386          
112197          0               0               0               0               
0               0               0               0               
780             140.8           -0.0063373      9.29787         -9.15148        
70474.9         5.88321         -106.774        36.0178         24010           
1733.35         149.889         -0.000515241    147084          1.24883e+06     
-10.0048        -1499.45        869.576         0.0155874       3               
0.629607        1535.46         0.891032        1248.88         6949.49         
183.461         0               0.0243486       0.0084408       2.88462         
0.010885        0.0242963       0.00859004      0               0               
1.33856         0               -0.351615       45.454          45.4418         
45.454          -0.0012228      5.10712         1.33843         0               
0               -0.0155874      24000           999999          164021          
112203          0               0               0               0               
0               0               0               0               
785             145.8           -0.0047257      9.28156         -9.15627        
70480.3         5.88339         -106.727        35.9501         24009.9         
1733.41         151.478         -0.00052276     139527          1.25307e+06     
-9.92632        -1523.03        827.694         0.0158154       3               
0.629607        1532.62         0.890751        1248.92         6947.81         
180.624         0               0.0242874       0.00843509      2.87932         
0.0108806       0.0242342       0.00858657      0               0               
1.33771         0               -0.357785       45.3887         45.376          
45.3887         -0.00124603     5.0995          1.33758         0               
0               -0.0158154      24000           999999          155626          
112210          0               0               0               0               
0               0               0               0               
790             150.8           -0.00311625     9.26444         -9.16112        
70486.5         5.88361         -106.683        35.8814         24009.8         
1733.47         153.062         -0.000529786    131856          1.25711e+06     
-9.8467         -1545.39        785.295         0.0160285       3               
0.629607        1529.79         0.890467        1248.95         6946.12         
177.788         0               0.024225        0.0084293       2.87391         
0.010876        0.024171        0.00858303      0               0               
1.33681         0               -0.364052       45.3206         45.3074         
45.3206         -0.00126967     5.09197         1.33668         0               
0               -0.0160285      24000           999999          147201          
112219          0               0               0               0               
0               0               0               0               
795             155.8           -0.0015051      9.24641         -9.16604        
70493.4         5.88386         -106.641        35.8116         24009.8         
1733.54         154.642         -0.000536302    124075          1.26092e+06     
-9.76606        -1566.52        742.42          0.0162264       3               
0.629607        1526.95         0.89018         1248.98         6944.42         
174.953         0               0.0241615       0.00842341      2.86837         
0.0108711       0.0241065       0.00857942      0               0               
1.33585         0               -0.370429       45.2494         45.2355         
45.2494         -0.00129379     5.08452         1.33572         0               
0               -0.0162264      24000           999999          138748          
112228          0               0               0               0               
0               0               0               0               
800             160.8           0.000112238     9.22734         -9.17101        
